"STATION","NAME","DATE","PRCP","SN53","SNOW","SX53","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USC00412121","CROSBYTON, TX US","2016-05-21","0.00",,"0.0",,"79","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-05-22","0.03",,"0.0",,"84","63",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-05-23","0.98",,"0.0",,"85","62",,,,,,"    1",,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-05-24","0.00",,"0.0",,"86","68",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-05-25","0.00",,"0.0",,"82","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-05-26","0.00",,"0.0",,"93","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-05-27","0.00",,"0.0",,"94","53",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-05-28","0.00",,"0.0",,"85","53",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-05-29","0.00",,"0.0",,"86","58",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-05-30","0.33",,"0.0",,"87","54",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-05-31","0.00",,"0.0",,"81","54",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-01","0.39",,"0.0",,"81","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-02","0.64",,"0.0",,"69","59",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-03","0.03",,"0.0",,"72","59",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-04","0.00",,"0.0",,"78","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-05","0.00",,"0.0",,"84","59",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-06","0.00",,"0.0",,"84","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-07","0.00",,"0.0",,"86","63",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-08","0.00",,"0.0",,"86","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-09","0.00",,"0.0",,"89","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-10","0.00",,"0.0",,"90","64",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-11","0.00",,"0.0",,"86","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-12","0.05",,"0.0",,"88","65",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-13","0.00",,"0.0",,"90","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-14","0.00",,"0.0",,"90","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-15","0.00",,"0.0",,"95","70",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-16","0.07",,"0.0",,"97","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-17","0.00",,"0.0",,"94","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-18","0.00",,"0.0",,"100","71",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-19","0.32",,"0.0",,"95","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-20","0.01",,"0.0",,"85","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-21","0.00",,"0.0",,"89","68",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-22","0.00",,"0.0",,"91","68",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-23","0.00",,"0.0",,"96","70",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-24","0.00",,"0.0",,"94","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-25","0.00",,"0.0",,"93","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-26","0.00",,"0.0",,"91","71",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-27","0.13",,"0.0",,"89","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-28","0.00",,"0.0",,"89","67",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-29","0.00",,"0.0",,"90","65",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-06-30","0.00",,"0.0",,"92","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-01","0.00",,"0.0",,"93","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-02","0.00",,"0.0",,"93","68",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-03","0.10",,"0.0",,"94","68",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-04","0.00",,"0.0",,"95","72",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-05","0.00",,"0.0",,"95","72",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-06","0.00",,"0.0",,"92","75",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-07","0.00",,"0.0",,"102","76",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-08","0.00",,"0.0",,"106","75",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-09","0.01",,"0.0",,"98","68",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-10","0.00",,"0.0",,"96","68",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-11","0.00",,"0.0",,"99","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-12","0.00",,"0.0",,"103","70",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-13","0.00",,"0.0",,"105","77",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-14","0.00",,"0.0",,"104","75",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-15","0.00",,"0.0",,"103","68",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-16","0.49",,"0.0",,"96","65",,,,"    1",,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-17","0.00",,"0.0",,"94","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-18","0.00",,"0.0",,"97","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-19","0.00",,"0.0",,"94","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-20","0.00",,"0.0",,"95","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-21","0.00",,"0.0",,"96","71",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-22","0.00",,"0.0",,"98","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-23","0.00",,"0.0",,"99","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-24","0.00",,"0.0",,"98","70",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-25","0.00",,"0.0",,"98","71",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-26","0.00",,"0.0",,"96","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-27","0.45",,"0.0",,"93","70",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-28","0.35",,"0.0",,"93","67",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-29","0.00",,"0.0",,"94","67",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-30","0.00",,"0.0",,"93","68",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-07-31","0.00",,"0.0",,"94","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-01","0.00",,"0.0",,"96","72",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-02","0.00",,"0.0",,"97","72",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-03","0.00",,"0.0",,"98","70",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-04","0.00",,"0.0",,"98","70",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-05","0.00",,"0.0",,"100","71",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-06","0.00",,"0.0",,"96","71",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-07","0.00",,"0.0",,"97","71",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-08","0.06",,"0.0",,"99","70",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-09","0.05",,"0.0",,"99","67",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-10","0.02",,"0.0",,"88","67",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-11","0.00",,"0.0",,"95","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-12","0.00",,"0.0",,"98","74",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-13","0.00",,"0.0",,"88","71",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-14","0.00",,"0.0",,"87","64",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-15","0.00",,"0.0",,"81","63",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-16","0.00",,"0.0",,"87","62",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-17","0.00",,"0.0",,"89","61",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-18","0.00",,"0.0",,"89","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-19","0.04",,"0.0",,"85","65",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-20","0.65",,"0.0",,"93","64",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-21","0.00",,"0.0",,"78","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-22","0.00",,"0.0",,"81","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-23","0.00",,"0.0",,"86","61",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-24","0.15",,"0.0",,"91","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-25","0.11",,"0.0",,"88","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-26","0.08",,"0.0",,"84","63",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-27","0.00",,"0.0",,"85","63",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-28","0.02",,"0.0",,"90","63",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-29","0.05",,"0.0",,"87","65",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-30","0.30",,"0.0",,"83","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-08-31","0.29",,"0.0",,"79","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-01","1.40",,"0.0",,"77","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-02","0.00",,"0.0",,"81","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-03","0.00",,"0.0",,"82","65",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-04","0.00",,"0.0",,"87","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-05","0.00",,"0.0",,"86","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-06","0.00",,"0.0",,"88","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-07","0.00",,"0.0",,"88","70",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-08","0.10",,"0.0",,"89","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-09","0.00",,"0.0",,"91","69",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-10","0.06",,"0.0",,"93","59",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-11","0.00",,"0.0",,"79","57",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-12","0.00",,"0.0",,"86","58",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-13","0.00",,"0.0",,"90","62",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-14","0.12",,"0.0",,"87","64",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-15","0.01",,"0.0",,"74","63",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-16","0.81",,"0.0",,"83","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-17","0.01",,"0.0",,"82","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-18","0.24",,"0.0",,"83","62",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-19","0.00",,"0.0",,"90","63",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-20","0.00",,"0.0",,"94","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-21","0.00",,"0.0",,"91","66",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-22","0.00",,"0.0",,"89","64",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-23","0.00",,"0.0",,"87","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-24","0.00",,"0.0",,"88","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-25","0.00",,"0.0",,"80","64",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-26","0.02",,"0.0",,"70","56",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-27","0.00",,"0.0",,"71","51",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-28","0.00",,"0.0",,"81","51",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-29","0.00",,"0.0",,"87","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-09-30","0.00",,"0.0",,"76","50",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-01","0.00",,"0.0",,"79","50",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-02","0.00",,"0.0",,"84","57",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-03","0.00",,"0.0",,"85","57",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-04","0.00",,"0.0",,"87","56",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-05","0.00",,"0.0",,"86","49",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-06","0.00",,"0.0",,"89","48",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-07","0.00",,"0.0",,"91","47",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-08","0.00",,"0.0",,"69","45",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-09","0.01",,"0.0",,"74","44",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-10","0.00",,"0.0",,"73","56",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-11","0.00",,"0.0",,"85","55",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-12","0.00",,"0.0",,"91","59",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-13","0.00",,"0.0",,"70","51",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-14","1.17",,"0.0",,"58","48",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-15","0.00",,"0.0",,"78","55",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-16","0.00",,"0.0",,"89","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-17","0.00",,"0.0",,"91","61",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-18","0.00",,"0.0",,"93","57",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-19","0.00",,"0.0",,"78","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-20","0.00",,"0.0",,"88","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-21","0.00",,"0.0",,"70","43",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-22","0.00",,"0.0",,"75","42",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-23","0.00",,"0.0",,"84","43",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-24","0.00",,"0.0",,"85","53",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-25","0.00",,"0.0",,"84","53",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-26","0.00",,"0.0",,"77","58",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-27","0.00",,"0.0",,"82","53",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-28","0.00",,"0.0",,"82","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-29","0.00",,"0.0",,"85","56",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-30","0.00",,"0.0",,"86","53",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-10-31","0.00",,"0.0",,"77","53",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-01","0.00",,"0.0",,"87","54",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-02","0.00",,"0.0",,"87","56",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-03","1.60",,"0.0",,"78","55",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-04","0.03",,"0.0",,"67","49",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-05","0.00",,"0.0",,"65","49",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-06","0.49",,"0.0",,"61","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-07","0.05",,"0.0",,"69","55",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-08","0.00",,"0.0",,"71","50",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-09","0.00",,"0.0",,"60","46",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-10","0.00",,"0.0",,"59","44",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-11","0.00",,"0.0",,"64","44",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-12","0.00",,"0.0",,"68","38",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-13","0.00",,"0.0",,"61","38",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-14","0.00",,"0.0",,"69","41",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-15","0.00",,"0.0",,"77","44",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-16","0.00",,"0.0",,"83","45",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-17","0.00",,"0.0",,"82","45",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-18","0.00",,"0.0",,"75","35",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-19","0.00",,"0.0",,"53","25",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-20","0.00",,"0.0",,"55","25",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-21","0.00",,"0.0",,"71","35",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-22","0.00",,"0.0",,"76","40",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-23","0.00",,"0.0",,"69","38",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-24","0.00",,"0.0",,"63","35",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-25","0.00",,"0.0",,"71","39",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-26","0.00",,"0.0",,"58","39",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-27","0.00",,"0.0",,"55","47",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-28","0.00",,"0.0",,"66","43",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-29","0.00",,"0.0",,"62","36",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-11-30","0.00",,"0.0",,"58","25",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-01","0.00",,"0.0",,"53","25",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-02","0.00",,"0.0",,"60","27",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-03","1.01",,"0.0",,"45","36",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-04","0.25",,"0.0",,"40","37",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-05","0.00",,"0.0",,"53","30",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-06","0.00",,"0.0",,"58","29",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-07","0.00",,"0.0",,"44","28",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-08","0.00",,"0.0",,"41","22",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-09","0.00",,"0.0",,"28","21",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-10","0.00",,"0.0",,"36","24",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-11","0.00",,"0.0",,"57","29",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-12","0.00",,"0.0",,"70","25",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-13","0.00",,"0.0",,"58","25",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-14","0.00",,"0.0",,"50","25",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-15","0.00",,"0.0",,"53","22",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-16","0.00",,"0.0",,"42","23",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-17","0.00",,"0.0",,"78","39",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-18","0.00",,"0.0",,"53","5",,,,,"    1",,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-19","0.00",,"0.0",,"24","5",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-20","0.00",,"0.0",,"41","13",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-21","0.00",,"0.0",,"63","32",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-22","0.00",,"0.0",,"72","37",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-23","0.00",,"0.0",,"47","33",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-24","0.00",,"0.0",,"61","35",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-25","0.00",,"0.0",,"72","36",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2016-12-26","0.00",,"0.0",,"64","36",,,,,,,,,,,,,,,,,,,,,
